id,område,route,kontekst,type,nuværende_tekst,status,problemkategori,bemærkning,forslag,prioritet,fil,linje,dynamisk
FRB-0120,Frøbank,/froebank/[id],Guide-kort: sekundær handling,ui/microcopy,Skift,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,163,nej
FRB-0121,Frøbank,/froebank/[id],Guide-kort uden guide: titel,guide,Ingen guide tilknyttet,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,193,nej
FRB-0122,Frøbank,/froebank/[id],Guide-kort uden guide: beskrivelse,guide,Tilknyt en eksisterende guide eller generér en ny med AI.,auto-flagget,INKONSISTENT_TERMINOLOGI,"'AI' i UI; Potalots terminologi undgår 'AI' som afsender","Tilknyt en eksisterende guide, eller lad Potalot lave en ny.",P2,src/components/froebank/guide-link.tsx,195,nej
FRB-0123,Frøbank,/froebank/[id],Guide-kort uden guide: CTA,ui/microcopy,Tilknyt guide,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,204,nej
FRB-0124,Frøbank,/froebank/[id],Guide-dialog: genererings-loading (titel),system/status/fejl,Genererer guide…,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,220,nej
FRB-0125,Frøbank,/froebank/[id],Guide-dialog: genererings-loading (beskrivelse),system/status/fejl,AI laver dyrkningsguide for ${item.name}${item.variety ? ` (${item.variety})` : ''}. Tager 5-15 sekunder.,auto-flagget,INKONSISTENT_TERMINOLOGI,"'AI' i UI; desuden 'Tager 5-15 sekunder.' her vs 'varer 5-15 sek.' i valgkortet (l.343)",Potalot laver en dyrkningsguide … Tager 5-15 sekunder.,P2,src/components/froebank/guide-link.tsx,222,ja
FRB-0126,Frøbank,/froebank/[id],Guide-dialog: succes efter generering,system/status/fejl,Guide oprettet,auto-gennemgået,OK,Undertekst: 'Tilknyttet til ${item.name}.' (l.239),,,src/components/froebank/guide-link.tsx,237,nej
FRB-0127,Frøbank,/froebank/[id],Guide-dialog succes: knapper,ui/microcopy,Se guide,auto-gennemgået,OK,Sammen med 'Luk' (l.246),,,src/components/froebank/guide-link.tsx,244,nej
FRB-0128,Frøbank,/froebank/[id],Guide-dialog: vælg eksisterende (titel + beskrivelse),ui/microcopy,Vælg eksisterende guide,auto-gennemgået,OK,Beskrivelse: 'Søg efter dansk eller latinsk navn.' (l.256),,,src/components/froebank/guide-link.tsx,255,nej
FRB-0129,Frøbank,/froebank/[id],Guide-dialog: søge-placeholder,formular,Søg…,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,263,nej
FRB-0130,Frøbank,/froebank/[id],Guide-dialog: tom søgeresultat,system/status/fejl,Ingen guides fundet.,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,270,nej
FRB-0131,Frøbank,/froebank/[id],Guide-dialog: badge på Potalot-masterguides,guide,Master,auto-flagget,UKLAR_UX_COPY,"Engelsk/internt begreb i UI; siger ikke brugeren noget om, at det er Potalots kvalitetssikrede guide",Potalot (eller 'Bibliotek'),P2,src/components/froebank/guide-link.tsx,292,nej
FRB-0132,Frøbank,/froebank/[id],Guide-dialog: badges på private kopier,guide,Tilpasset,auto-gennemgået,OK,Sammen med 'Min' (l.302),,,src/components/froebank/guide-link.tsx,297,nej
FRB-0133,Frøbank,/froebank/[id],Guide-dialog: tilbage-knap,navigation,Tilbage,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,316,nej
FRB-0134,Frøbank,/froebank/[id],Guide-dialog: valg-trin titel,ui/microcopy,Skift guide,auto-gennemgået,OK,Alternativ tekst uden guide: 'Tilknyt guide',,,src/components/froebank/guide-link.tsx,325,nej
FRB-0135,Frøbank,/froebank/[id],Guide-dialog: valg-trin beskrivelse,ui/microcopy,Vælg en eksisterende guide eller lad AI generere en ny.,auto-flagget,INKONSISTENT_TERMINOLOGI,'AI' i UI,"Vælg en eksisterende guide, eller lad Potalot lave en ny.",P2,src/components/froebank/guide-link.tsx,327,nej
FRB-0136,Frøbank,/froebank/[id],Guide-dialog: generér-valgkort (titel),ui/microcopy,Generér med AI,auto-flagget,INKONSISTENT_TERMINOLOGI,'AI' i UI,Lad Potalot lave en guide,P2,src/components/froebank/guide-link.tsx,341,nej
FRB-0137,Frøbank,/froebank/[id],Guide-dialog: generér-valgkort (undertekst),ui/microcopy,Skræddersyet guide for ${item.name}${item.variety ? ` (${item.variety})` : ''} — varer 5-15 sek.,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,343,ja
FRB-0138,Frøbank,/froebank/[id],Guide-dialog: vælg-eksisterende-valgkort (titel),ui/microcopy,Vælg eksisterende,auto-gennemgået,OK,,,,src/components/froebank/guide-link.tsx,358,nej
FRB-0139,Frøbank,/froebank/[id],Guide-dialog: vælg-eksisterende-valgkort (undertekst),ui/microcopy,Fra dine egne ${allGuides.length} guides.,auto-flagget,UKLAR_UX_COPY,Tallet inkluderer Potalots offentlige master-guides — de er ikke brugerens 'egne',Fra biblioteket (${allGuides.length} guides).,P2,src/components/froebank/guide-link.tsx,360,ja
FRB-0140,Frøbank,/froebank/[id],Guide-dialog: fjern-tilknytning-valgkort,ui/microcopy,Fjern guide-tilknytning,auto-gennemgået,OK,Undertekst: 'Frøposen er ikke længere knyttet til en guide.' (l.377),,,src/components/froebank/guide-link.tsx,376,nej
FRB-0141,Frøbank,/froebank,Arkivstak: aria-label på mappe (collapsed),ui/microcopy,Vis ${item.name}${item.variety ? ` ${item.variety}` : ''} i fuld visning,auto-gennemgået,OK,,,,src/components/froebank/inventory-archive-stack.tsx,591,ja
FRB-0142,Frøbank,/froebank,Arkivstak: aria-label/title på detalje-CTA,ui/microcopy,Åbn frøkort for ${item.name}${item.variety ? ` ${item.variety}` : ''},auto-gennemgået,OK,,,,src/components/froebank/inventory-archive-stack.tsx,706,ja
FRB-0143,Frøbank,/froebank,Arkivstak: synlig detalje-CTA på åbent kort,ui/microcopy,åbn frøkort,auto-gennemgået,OK,Bevidst lowercase iflg. kodekommentar,,,src/components/froebank/inventory-archive-stack.tsx,735,nej
FRB-0144,Frøbank,/froebank,Tom frøbank: tre-veje-kort 1 (titel + undertekst),hjælp/onboarding,Jeg har frøposer,auto-gennemgået,OK,"Undertekst: 'Scan, tag billede eller opret manuelt.'",,,src/components/froebank/inventory-archive-stack.tsx,952,nej
FRB-0145,Frøbank,/froebank,Tom frøbank: tre-veje-kort 2,hjælp/onboarding,Hvad kan haven blive til?,auto-gennemgået,OK,"Undertekst: 'Find idéer til det, du drømmer om at lave.'",,,src/components/froebank/inventory-archive-stack.tsx,953,nej
FRB-0146,Frøbank,/froebank,Tom frøbank: tre-veje-kort 3,hjælp/onboarding,Jeg vil gemme idéer,auto-gennemgået,OK,"Undertekst: 'Gem sorter, du overvejer, på ønskelisten.'",,,src/components/froebank/inventory-archive-stack.tsx,954,nej
FRB-0147,Frøbank,/froebank,Tom frøbank: intro-tekst over de tre veje,hjælp/onboarding,"Potalot lærer din have at kende. Når du tilføjer frø og planter, kan vi vise råd, opgaver og idéer, der passer til netop det, du dyrker.",auto-gennemgået,OK,,,,src/components/froebank/inventory-archive-stack.tsx,959,nej
FRB-0148,Frøbank,/froebank,Arkivstak: aria-label på tom stak,ui/microcopy,Tomt frøbank-arkiv,auto-gennemgået,OK,,,,src/components/froebank/inventory-archive-stack.tsx,992,nej
FRB-0149,Frøbank,/froebank,Arkivstak: aria-label på fyldt stak,ui/microcopy,Frøbank arkiv,auto-flagget,GRAMMATIK,"Særskrivning; den tomme variant hedder korrekt 'Tomt frøbank-arkiv' med bindestreg",Frøbank-arkiv,P2,src/components/froebank/inventory-archive-stack.tsx,1016,nej
FRB-0150,Frøbank,delt,Frøkort: sådybde-formattering (0 mm),dyrkningsfakta,Overflade,auto-gennemgået,OK,,,,src/components/froebank/inventory-card.tsx,68,nej
FRB-0151,Frøbank,delt,Frøkort: placering-labels,dyrkningsfakta,Sol,auto-gennemgået,OK,"Sæt: Sol / Halvskygge / Skygge; 'Sol' her vs 'Fuld sol' i rediger-dialogens forslag — bevidst kortform på kortet",,,src/components/froebank/inventory-card.tsx,74,nej
FRB-0152,Frøbank,delt,Frøkort: eyebrow,ui/microcopy,Min frøbank · ${kategori},auto-gennemgået,OK,,,,src/components/froebank/inventory-card.tsx,126,ja
FRB-0153,Frøbank,delt,Frøkort: fakta-labels i bundpanel,dyrkningsfakta,Spiring,auto-gennemgået,OK,"Sæt: Spiring/Sås, Rækker/Sådybde, Placering (l.140-146)",,,src/components/froebank/inventory-card.tsx,141,nej
FRB-0154,Frøbank,delt,Frøkort: badge når item mangler oplysninger,system/status/fejl,Mangler oplysninger,auto-gennemgået,OK,,,,src/components/froebank/inventory-card.tsx,201,nej
FRB-0155,Frøbank,delt,Frøkort: frøtæller-ring (enhed),ui/microcopy,frø,auto-gennemgået,OK,,,,src/components/froebank/inventory-card.tsx,466,nej
FRB-0156,Frøbank,delt,Frøkort: månedslabels JAN–DEC,ui/microcopy,JAN,auto-gennemgået,OK,Danske forkortelser inkl. MAJ/OKT — korrekte,,,src/components/froebank/inventory-card.tsx,473,nej
FRB-0157,Frøbank,delt,Frøkort: månedsindikator-legende,dyrkningsfakta,forspires,auto-gennemgået,OK,"Sæt: forspires / så direkte / høst (l.529-531); bevidst lowercase 'trykt notation'",,,src/components/froebank/inventory-card.tsx,529,nej
FRB-0158,Frøbank,delt,InventoryListView (komponent pt. ikke importeret nogen steder — legacy): bulk-slet confirm,system/status/fejl,Slet ${selected.size} elementer? Dette kan ikke fortrydes.,auto-flagget,GRAMMATIK,"'Slet 1 elementer' ved ét valgt element; native confirm(); komponenten er dog pt. ubrugt",Ental/flertal: '1 element' / 'N elementer',P2,src/components/froebank/inventory-list.tsx,157,ja
FRB-0159,Frøbank,delt,InventoryListView (ubrugt): søge-placeholder,formular,"Søg navn, latinsk, sort, leverandør, noter",auto-gennemgået,OK,,,,src/components/froebank/inventory-list.tsx,185,nej
FRB-0160,Frøbank,delt,InventoryListView (ubrugt): underkategori-dropdown,formular,Alle underkategorier,auto-gennemgået,OK,Egne underkategorier suffikses ' (egen)' (l.199),,,src/components/froebank/inventory-list.tsx,196,nej
FRB-0161,Frøbank,delt,InventoryListView (ubrugt): vælg-flere aria + tilføj-knap,ui/microcopy,Vælg flere,auto-gennemgået,OK,Sammen med 'Tilføj' (l.218),,,src/components/froebank/inventory-list.tsx,209,nej
FRB-0162,Frøbank,delt,InventoryListView (ubrugt): smart-filter-chips + ryd,navigation,Ryd,auto-gennemgået,OK,Chips: Mangler guide / Udløber snart / Mangler billede / Næsten tom (l.228-248),,,src/components/froebank/inventory-list.tsx,256,nej
FRB-0163,Frøbank,delt,InventoryListView (ubrugt): bulk-bar,ui/microcopy,${selected.size} valgt,auto-gennemgået,OK,"Knapper: 'Fjern valg'/'Vælg alle synlige', 'Favorit', 'Fjern favorit', 'Slet' (l.268-280)",,,src/components/froebank/inventory-list.tsx,264,ja
FRB-0164,Frøbank,delt,InventoryListView (ubrugt): empty state (filter/søgning),system/status/fejl,Ingen resultater,auto-gennemgået,OK,Beskrivelse: 'Prøv at justere søgning eller filtre.',,,src/components/froebank/inventory-list.tsx,289,nej
FRB-0165,Frøbank,delt,InventoryListView (ubrugt): empty state (tom bank),system/status/fejl,"Læg dit første frø, knold eller stikling i banken — så bygger resten sig op af sig selv.",auto-gennemgået,OK,"Titel: 'Din frøbank er tom'; CTA: 'Tilføj dit første' (l.300)",,,src/components/froebank/inventory-list.tsx,293,nej
FRB-0166,Frøbank,delt,InventoryTab (bruges kun af ubrugt InventoryListView): frøtæller-enhed,ui/microcopy,frø,auto-gennemgået,OK,,,,src/components/froebank/inventory-tab.tsx,170,nej
FRB-0167,Frøbank,/froebank/tilfoej,Kilde-badges på autofyldte dyrkningsfelter,formular,Fra sorten,auto-gennemgået,OK,Sæt: 'Fra sorten' / 'Fra arten' / 'Tilpasset af dig' (l.20-22),,,src/components/froebank/kilde-badge.tsx,20,nej
FRB-0168,Frøbank,/froebank/tilfoej,Manuel oprettelse trin 1: trinmarkør + overskrift,formular,Hvilket frø er det?,auto-gennemgået,OK,Trinmarkør: 'Trin 1 af 2' (l.237),,,src/components/froebank/manuel-opret.tsx,238,nej
FRB-0169,Frøbank,/froebank/tilfoej,Manuel trin 1: navn/sort-felter med placeholders,formular,fx Tomat,auto-gennemgået,OK,Labels 'Navn *' og 'Sort' (placeholder 'fx Sungold'),,,src/components/froebank/manuel-opret.tsx,252,nej
FRB-0170,Frøbank,/froebank/tilfoej,Manuel trin 1: frøkort-fund (titel),hjælp/onboarding,Potalots foto af sorten,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,265,nej
FRB-0171,Frøbank,/froebank/tilfoej,Manuel trin 1: frøkort-fund (beskrivelse),hjælp/onboarding,Vi har fundet et officielt frøbankfoto til denne sort. Du kan bruge det eller vælge dit eget billede som primært foto.,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,267,nej
FRB-0172,Frøbank,/froebank/tilfoej,Manuel trin 1: foto-upload label,formular,Tag eller vælg eget foto,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,275,nej
FRB-0173,Frøbank,/froebank/tilfoej,Manuel trin 1: hjælpetekst under upload,hjælp/onboarding,Det primære foto vises på kortet i Frøbanken.,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,277,nej
FRB-0174,Frøbank,/froebank/tilfoej,Manuel trin 1: eget-foto-valgt forklaring + fortryd-link,hjælp/onboarding,Dit billede bruges nu som primært foto. Du kan stadig skifte tilbage til Potalots foto.,auto-gennemgået,OK,Link: 'Brug Potalots foto i stedet' (l.283),,,src/components/froebank/manuel-opret.tsx,281,nej
FRB-0175,Frøbank,/froebank/tilfoej,Manuel trin 1: fold-knap,formular,Flere oplysninger om frøposen,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,296,nej
FRB-0176,Frøbank,/froebank/tilfoej,Manuel trin 1: hjælpetekst under antal-felt,hjælp/onboarding,Et omtrentligt antal er fint.,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,318,nej
FRB-0177,Frøbank,/froebank/tilfoej,Manuel trin 1: hjælpetekst under købsår,hjælp/onboarding,Hjælper dig med at bruge de ældste frø først.,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,323,nej
FRB-0178,Frøbank,/froebank/tilfoej,Manuel trin 1: videre-CTA,ui/microcopy,Videre til dyrkning,auto-gennemgået,OK,,,,src/components/froebank/manuel-opret.tsx,334,nej
FRB-0179,Frøbank,/froebank/tilfoej,Manuel trin 2: tilbage-aria + overskrift,formular,Tilbage til trin 1,auto-gennemgået,OK,"Overskrift 'Dyrkning', trinmarkør 'Trin 2 af 2' (l.356-357)",,,src/components/froebank/manuel-opret.tsx,352,nej
FRB-0180,Frøbank,/froebank/tilfoej,Manuel trin 2: art-skifte-bekræftelse,formular,Du har ændret planten fra ${artSkift.fra.toLowerCase()} til ${artSkift.til.toLowerCase()}. Vil du beholde dine egne dyrkningsoplysninger?,auto-gennemgået,OK,Knapper: 'Behold mine oplysninger' / 'Start dyrkningsfelterne forfra' (l.369-370),,,src/components/froebank/manuel-opret.tsx,364,ja
FRB-0181,Frøbank,/froebank/tilfoej,Manuel trin 2: autofill-valgkort,hjælp/onboarding,Vi har fundet oplysninger om denne ${autofill.source === 'sort' ? 'sort' : 'plante'}. Du kan bruge dem som udgangspunkt eller udfylde alt selv.,auto-gennemgået,OK,Knapper: 'Udfyld med Potalots forslag' / 'Jeg udfylder selv' (l.386-387),,,src/components/froebank/manuel-opret.tsx,380,ja
FRB-0182,Frøbank,/froebank/tilfoej,Manuel trin 2: intet autofill-fund,hjælp/onboarding,"Vi har endnu ingen dyrkningsdata for denne plante. Du kan stadig oprette den, og senere tilføje oplysningerne selv.",auto-flagget,TEGNSÆTNING,Kommaet før 'og' er forkert — 'oprette den og senere tilføje' er samme helsætnings to infinitiver,Du kan stadig oprette den og senere tilføje oplysningerne selv.,P2,src/components/froebank/manuel-opret.tsx,397,nej
FRB-0183,Frøbank,/froebank/tilfoej,Manuel trin 2: opret-CTA (pending/idle),ui/microcopy,Opret,auto-gennemgået,OK,Pending: 'Opretter…',,,src/components/froebank/manuel-opret.tsx,425,nej
FRB-0184,Frøbank,/froebank,Mappepanel: sorterings-chips (default-filtre),navigation,Senest tilføjet,auto-gennemgået,OK,Sæt: Alle / Udløber snart / Senest tilføjet (l.94-96),,,src/components/froebank/seed-bank-folder-panel.tsx,96,nej
FRB-0185,Frøbank,/froebank,Mappepanel: sidetitel,ui/microcopy,Din Frøbank,auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,328,nej
FRB-0186,Frøbank,/froebank,Mappepanel: undertitel,ui/microcopy,"Dine sorter, samlet og klar til sæsonen.",auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,330,nej
FRB-0187,Frøbank,/froebank,"Mappepanel: tom frøbank (indlogget, 0 frø)",hjælp/onboarding,"Din frøbank er tom — tilføj dit første frø, så samler vi dine sorter her.",auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,346,nej
FRB-0188,Frøbank,/froebank,Mappepanel: senest tilføjet-pille,ui/microcopy,Senest tilføjet:,auto-gennemgået,OK,Efterfulgt af itemnavn + relativ tid,,,src/components/froebank/seed-bank-folder-panel.tsx,349,nej
FRB-0189,Frøbank,/froebank,Mappepanel: søge-placeholder,formular,Søg i frøbanken,auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,370,nej
FRB-0190,Frøbank,/froebank,Mappepanel: filter-knap aria,ui/microcopy,Åbn filter og sortering,auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,379,nej
FRB-0191,Frøbank,/froebank,Mappepanel: aria på ryd-underkategori-token,ui/microcopy,Fjern indholdsfilter: ${activeSubcategoryLabel},auto-gennemgået,OK,Tilsvarende 'Fjern filter: ${chip.label}' (l.461),,,src/components/froebank/seed-bank-folder-panel.tsx,432,ja
FRB-0192,Frøbank,/froebank,Mappepanel: primær tilføj-CTA (aria + synlig),ui/microcopy,Tilføj til frøbanken,auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,504,nej
FRB-0193,Frøbank,/froebank,Mappepanel: tilføj-CTA undertekst,ui/microcopy,"Scan pose, upload billede, indsæt link eller importér",auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,508,nej
FRB-0194,Frøbank,/froebank,Mappepanel: divider/lead-in til stakken,ui/microcopy,Bladr i din frøbank,auto-gennemgået,OK,,,,src/components/froebank/seed-bank-folder-panel.tsx,517,nej
FRB-0195,Frøbank,/froebank/[id],Så-dialog: valideringsfejl på antal,system/status/fejl,Antal skal være et positivt tal,auto-gennemgået,OK,,,,src/components/froebank/sow-dialog.tsx,44,nej
FRB-0196,Frøbank,/froebank/[id],Så-dialog: trigger-knap + titel,ui/microcopy,Så et frø,auto-gennemgået,OK,Bruges både som trigger (l.89) og dialogtitel (l.179),,,src/components/froebank/sow-dialog.tsx,89,nej
FRB-0197,Frøbank,/froebank/[id],Så-dialog: succes-titel,system/status/fejl,${itemLabel ?? 'Planten'} er i Mine planter,auto-gennemgået,OK,Ved merge: 'Såning tilføjet',,,src/components/froebank/sow-dialog.tsx,139,ja
FRB-0198,Frøbank,/froebank/[id],Så-dialog: succes-kvittering (merge),system/status/fejl,Føjet til din eksisterende dyrkning af samme sort.,auto-gennemgået,OK,,,,src/components/froebank/sow-dialog.tsx,144,nej
FRB-0199,Frøbank,/froebank/[id],Så-dialog: succes-kvittering (ny plante),system/status/fejl,Sået ${formatDatoKort(date)} · koblet til din frøpost.,auto-gennemgået,OK,,,,src/components/froebank/sow-dialog.tsx,147,ja
FRB-0200,Frøbank,/froebank/[id],Så-dialog: succes-kvittering (opgaver),system/status/fejl,${success.tasksCreated} gøremål lagt i kalenderen.,auto-gennemgået,OK,Fallback: 'Kalenderen regner fra sådatoen.' (l.151),,,src/components/froebank/sow-dialog.tsx,150,ja
FRB-0201,Frøbank,/froebank/[id],Så-dialog: merge-valg (titel + beskrivelse),formular,"Du har allerede en aktiv dyrkning af denne sort i ${parseInt(date.split('-')[0], 10)}. Vil du tilføje denne såning til samme dyrkning, eller oprette et nyt hold?",auto-gennemgået,OK,"Titel: 'Eksisterende dyrkning fundet'; knapper: 'Tilføj til eksisterende dyrkning' / 'Opret nyt hold' / 'Annullér'",,,src/components/froebank/sow-dialog.tsx,162,ja
FRB-0202,Frøbank,/froebank/[id],Så-dialog: beskrivelse,formular,"Opretter en plante i Mine planter og kobler den til denne frøpost. Vælg den faktiske sådato — også en tidligere — så kalender og Havebog regner fra den. Har frøet en guide, lægges kommende gøremål i kalenderen.",auto-gennemgået,OK,,,,src/components/froebank/sow-dialog.tsx,181,nej
